Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,State,City,Payment_Method,Order_Status,Customer_Segment
ORD100028,2025-05-01,CUST1207,Backpack,Bags,1,1800,0.15,1530.0,1106.91,423.09,Delhi,New Delhi,UPI,Returned,Consumer
ORD100029,2025-10-26,CUST1290,Shoes,Fashion,5,3200,0.0,16000.0,11075.67,4924.33,Bihar,Patna,Net Banking,Delivered,Corporate
ORD100030,2025-11-27,CUST1154,Smartwatch,Electronics,3,5000,0.1,13500.0,9431.9,4068.1,Rajasthan,Jaipur,Cash on Delivery,Delivered,Consumer
ORD100031,2025-05-16,CUST1068,Laptop,Electronics,1,55000,0.15,46750.0,35579.17,11170.83,Tamil Nadu,Chennai,Debit Card,Delivered,Consumer
ORD100032,2025-11-10,CUST1271,Mouse,Accessories,4,900,0.15,3060.0,2717.2,342.8,Gujarat,Ahmedabad,UPI,Returned,Corporate
ORD100033,2025-10-11,CUST1080,Air Fryer,Home Appliances,3,6500,0.0,19500.0,15516.87,3983.13,Delhi,New Delhi,Debit Card,Delivered,Small Business
ORD100034,2025-01-27,CUST1048,Smartwatch,Electronics,3,5000,0.15,12750.0,10612.16,2137.84,Rajasthan,Jaipur,Cash on Delivery,Delivered,Consumer
ORD100035,2025-10-10,CUST1219,Laptop,Electronics,3,55000,0.0,165000.0,125906.68,39093.32,Rajasthan,Jaipur,Net Banking,Delivered,Consumer
ORD100036,2025-03-17,CUST1221,Smartphone,Electronics,1,25000,0.05,23750.0,18203.8,5546.2,Maharashtra,Nagpur,Credit Card,Delivered,Corporate
ORD100037,2025-02-22,CUST1182,Mouse,Accessories,2,900,0.2,1440.0,1178.81,261.19,Uttar Pradesh,Varanasi,Net Banking,Cancelled,Small Business
ORD100038,2025-01-13,CUST1092,Jeans,Fashion,2,1800,0.0,3600.0,2858.08,741.92,Maharashtra,Mumbai,Debit Card,Cancelled,Small Business
ORD100039,2025-01-20,CUST1241,Mixer Grinder,Home Appliances,2,3800,0.2,6080.0,4740.74,1339.26,Karnataka,Mysuru,Credit Card,Delivered,Corporate
ORD100040,2025-07-24,CUST1169,Mouse,Accessories,2,900,0.0,1800.0,1341.37,458.63,Gujarat,Ahmedabad,Debit Card,Delivered,Corporate
ORD100041,2025-03-01,CUST1134,Mouse,Accessories,5,900,0.05,4275.0,3629.84,645.16,Telangana,Warangal,Credit Card,Returned,Corporate
ORD100042,2025-08-12,CUST1262,Laptop,Electronics,3,55000,0.2,132000.0,127547.34,4452.66,Delhi,Delhi,UPI,Cancelled,Small Business
ORD100043,2025-10-03,CUST1101,Smartwatch,Electronics,4,5000,0.0,20000.0,14287.65,5712.35,Gujarat,Ahmedabad,Debit Card,Cancelled,Consumer
ORD100044,2025-09-17,CUST1159,T-Shirt,Fashion,1,900,0.2,720.0,718.21,1.79,Rajasthan,Jodhpur,Cash on Delivery,Delivered,Corporate
ORD100045,2025-07-14,CUST1090,Jeans,Fashion,2,1800,0.1,3240.0,2686.62,553.38,Gujarat,Ahmedabad,Net Banking,Returned,Corporate
ORD100046,2025-10-24,CUST1165,Office Chair,Furniture,3,8500,0.05,24225.0,16479.12,7745.88,Telangana,Hyderabad,Cash on Delivery,Cancelled,Corporate
ORD100047,2025-09-21,CUST1172,T-Shirt,Fashion,2,900,0.2,1440.0,1113.58,326.42,Karnataka,Mysuru,UPI,Delivered,Small Business
ORD100048,2025-09-01,CUST1038,Keyboard,Accessories,2,1800,0.0,3600.0,2196.6,1403.4,Karnataka,Bengaluru,Cash on Delivery,Cancelled,Small Business
ORD100049,2025-12-02,CUST1003,Shoes,Fashion,4,3200,0.1,11520.0,8367.06,3152.94,Karnataka,Mysuru,UPI,Cancelled,Consumer
ORD100050,2025-03-04,CUST1234,Headphones,Electronics,1,2500,0.15,2125.0,1637.06,487.94,Telangana,Warangal,Credit Card,Cancelled,Small Business
ORD100051,2025-09-16,CUST1219,Backpack,Bags,4,1800,0.15,6120.0,5610.97,509.03,Telangana,Warangal,Net Banking,Cancelled,Consumer
ORD100052,2025-05-22,CUST1267,Jeans,Fashion,3,1800,0.0,5400.0,4237.76,1162.24,Tamil Nadu,Coimbatore,Cash on Delivery,Delivered,Corporate
ORD100053,2025-10-04,CUST1042,Desk,Furniture,2,6500,0.05,12350.0,8760.52,3589.48,Delhi,Delhi,Credit Card,Delivered,Consumer
ORD100054,2025-06-19,CUST1278,Office Chair,Furniture,2,8500,0.0,17000.0,11751.61,5248.39,Maharashtra,Nagpur,Cash on Delivery,Cancelled,Consumer
ORD100055,2025-10-22,CUST1195,Smartwatch,Electronics,5,5000,0.2,20000.0,15107.43,4892.57,West Bengal,Durgapur,Cash on Delivery,Delivered,Corporate
ORD100056,2025-11-05,CUST1113,Keyboard,Accessories,5,1800,0.2,7200.0,6854.58,345.42,West Bengal,Durgapur,Cash on Delivery,Delivered,Corporate
ORD100057,2025-07-27,CUST1085,Office Chair,Furniture,4,8500,0.05,32300.0,25403.17,6896.83,Tamil Nadu,Chennai,Cash on Delivery,Delivered,Small Business
ORD100058,2025-02-12,CUST1220,Backpack,Bags,5,1800,0.15,7650.0,6712.74,937.26,Uttar Pradesh,Kanpur,Credit Card,Cancelled,Consumer
ORD100059,2025-06-22,CUST1195,Laptop,Electronics,3,55000,0.0,165000.0,115505.59,49494.41,Gujarat,Surat,Debit Card,Cancelled,Corporate
ORD100060,2025-06-29,CUST1115,Mixer Grinder,Home Appliances,1,3800,0.2,3040.0,2730.95,309.05,Delhi,Delhi,UPI,Delivered,Consumer
ORD100061,2025-08-31,CUST1059,Smartwatch,Electronics,5,5000,0.0,25000.0,16312.0,8688.0,Karnataka,Bengaluru,Net Banking,Delivered,Corporate
ORD100062,2025-02-28,CUST1084,Jeans,Fashion,2,1800,0.15,3060.0,2640.94,419.06,Gujarat,Surat,Debit Card,Delivered,Small Business
ORD100063,2025-10-31,CUST1125,Laptop,Electronics,4,55000,0.2,176000.0,141599.16,34400.84,Gujarat,Surat,UPI,Delivered,Small Business
ORD100064,2025-07-09,CUST1036,Shoes,Fashion,3,3200,0.15,8160.0,6664.73,1495.27,Delhi,New Delhi,Net Banking,Delivered,Consumer
ORD100065,2025-11-22,CUST1236,Mixer Grinder,Home Appliances,1,3800,0.1,3420.0,3083.22,336.78,West Bengal,Durgapur,Credit Card,Cancelled,Consumer
ORD100066,2025-08-27,CUST1224,Jeans,Fashion,5,1800,0.15,7650.0,6933.79,716.21,Telangana,Warangal,Net Banking,Delivered,Corporate
ORD100067,2025-08-26,CUST1292,Mixer Grinder,Home Appliances,3,3800,0.1,10260.0,7451.61,2808.39,Karnataka,Bengaluru,Net Banking,Cancelled,Corporate
ORD100068,2025-05-13,CUST1175,Laptop,Electronics,2,55000,0.1,99000.0,71133.3,27866.7,Tamil Nadu,Coimbatore,Debit Card,Returned,Small Business
ORD100069,2025-07-28,CUST1251,Air Fryer,Home Appliances,5,6500,0.0,32500.0,20112.13,12387.87,Gujarat,Ahmedabad,Net Banking,Delivered,Small Business
ORD100070,2025-07-27,CUST1125,Desk,Furniture,1,6500,0.0,6500.0,4320.76,2179.24,Tamil Nadu,Coimbatore,Debit Card,Returned,Corporate
ORD100071,2025-06-30,CUST1233,Desk,Furniture,4,6500,0.2,20800.0,18748.22,2051.78,Telangana,Warangal,Debit Card,Delivered,Corporate
ORD100072,2025-12-20,CUST1095,Smartwatch,Electronics,3,5000,0.0,15000.0,11451.51,3548.49,Delhi,New Delhi,Credit Card,Delivered,Small Business
ORD100073,2025-07-04,CUST1092,Desk,Furniture,1,6500,0.0,6500.0,4323.63,2176.37,Gujarat,Surat,Debit Card,Delivered,Small Business
ORD100074,2025-12-24,CUST1065,Backpack,Bags,1,1800,0.0,1800.0,1299.13,500.87,Maharashtra,Pune,Cash on Delivery,Delivered,Consumer
ORD100075,2025-01-27,CUST1130,Shoes,Fashion,4,3200,0.1,11520.0,8639.43,2880.57,Gujarat,Surat,Cash on Delivery,Delivered,Consumer
ORD100076,2025-03-19,CUST1077,Office Chair,Furniture,5,8500,0.2,34000.0,31918.32,2081.68,Tamil Nadu,Chennai,Net Banking,Delivered,Consumer
ORD100077,2025-04-26,CUST1268,Smartwatch,Electronics,5,5000,0.15,21250.0,19349.07,1900.93,Delhi,Delhi,Cash on Delivery,Cancelled,Corporate
ORD100078,2025-11-09,CUST1051,Keyboard,Accessories,3,1800,0.15,4590.0,3977.78,612.22,Bihar,Gaya,Credit Card,Delivered,Corporate
ORD100079,2025-03-22,CUST1002,T-Shirt,Fashion,2,900,0.0,1800.0,1298.59,501.41,Delhi,New Delhi,Cash on Delivery,Cancelled,Small Business
ORD100080,2025-05-25,CUST1233,Shoes,Fashion,1,3200,0.0,3200.0,2122.83,1077.17,Tamil Nadu,Coimbatore,UPI,Delivered,Corporate
ORD100081,2025-11-28,CUST1077,Coffee Maker,Home Appliances,4,4500,0.0,18000.0,12956.47,5043.53,Bihar,Patna,Debit Card,Delivered,Consumer
ORD100082,2025-05-28,CUST1225,Laptop,Electronics,5,55000,0.2,220000.0,214866.54,5133.46,Maharashtra,Pune,UPI,Cancelled,Small Business
ORD100083,2025-02-11,CUST1021,Keyboard,Accessories,5,1800,0.15,7650.0,6377.71,1272.29,West Bengal,Durgapur,Cash on Delivery,Delivered,Small Business
ORD100084,2025-10-22,CUST1011,Keyboard,Accessories,2,1800,0.2,2880.0,2822.08,57.92,Uttar Pradesh,Lucknow,Debit Card,Returned,Consumer
ORD100085,2025-05-23,CUST1093,Coffee Maker,Home Appliances,5,4500,0.2,18000.0,15689.04,2310.96,Maharashtra,Pune,Net Banking,Cancelled,Small Business
ORD100086,2025-06-14,CUST1054,Mixer Grinder,Home Appliances,4,3800,0.05,14440.0,10485.52,3954.48,Tamil Nadu,Chennai,Credit Card,Delivered,Corporate
ORD100087,2025-02-15,CUST1162,Jeans,Fashion,4,1800,0.15,6120.0,4378.13,1741.87,Tamil Nadu,Coimbatore,Debit Card,Delivered,Consumer
ORD100088,2025-04-07,CUST1266,Coffee Maker,Home Appliances,5,4500,0.1,20250.0,15545.58,4704.42,West Bengal,Kolkata,Debit Card,Returned,Corporate
ORD100089,2025-05-28,CUST1225,T-Shirt,Fashion,2,900,0.05,1710.0,1297.49,412.51,Tamil Nadu,Chennai,Cash on Delivery,Delivered,Consumer
ORD100090,2025-10-10,CUST1209,T-Shirt,Fashion,2,900,0.05,1710.0,1298.13,411.87,Bihar,Patna,UPI,Delivered,Consumer
ORD100091,2025-12-28,CUST1140,Desk,Furniture,4,6500,0.2,20800.0,17269.45,3530.55,Delhi,New Delhi,Cash on Delivery,Cancelled,Corporate
ORD100092,2025-09-18,CUST1070,Smartwatch,Electronics,4,5000,0.0,20000.0,16056.22,3943.78,Tamil Nadu,Chennai,UPI,Delivered,Corporate
ORD100093,2025-10-28,CUST1297,Mouse,Accessories,1,900,0.05,855.0,683.76,171.24,Telangana,Warangal,Cash on Delivery,Delivered,Corporate
ORD100094,2025-07-13,CUST1234,Backpack,Bags,3,1800,0.15,4590.0,4146.29,443.71,Tamil Nadu,Coimbatore,Debit Card,Delivered,Small Business
ORD100095,2025-08-31,CUST1196,Smartwatch,Electronics,2,5000,0.1,9000.0,6096.02,2903.98,Bihar,Gaya,Cash on Delivery,Delivered,Corporate
ORD100096,2025-08-14,CUST1052,Laptop,Electronics,5,55000,0.05,261250.0,217616.87,43633.13,Maharashtra,Nagpur,Net Banking,Cancelled,Consumer
ORD100097,2025-05-16,CUST1174,Jeans,Fashion,2,1800,0.0,3600.0,2531.84,1068.16,Maharashtra,Pune,Net Banking,Cancelled,Small Business
ORD100098,2025-09-07,CUST1278,Smartphone,Electronics,3,25000,0.2,60000.0,56858.84,3141.16,Rajasthan,Jodhpur,UPI,Returned,Consumer
ORD100099,2025-11-21,CUST1052,Smartwatch,Electronics,1,5000,0.1,4500.0,4076.17,423.83,Gujarat,Ahmedabad,Cash on Delivery,Delivered,Small Business
ORD100100,2025-07-11,CUST1221,Keyboard,Accessories,3,1800,0.0,5400.0,3588.52,1811.48,Uttar Pradesh,Lucknow,Credit Card,Delivered,Small Business
ORD100101,2025-07-15,CUST1124,Office Chair,Furniture,2,8500,0.0,17000.0,10495.34,6504.66,Bihar,Patna,Cash on Delivery,Returned,Consumer
ORD100102,2025-08-27,CUST1148,Smartwatch,Electronics,4,5000,0.05,19000.0,14934.1,4065.9,Tamil Nadu,Coimbatore,Net Banking,Delivered,Consumer
ORD100103,2025-06-04,CUST1102,Desk,Furniture,4,6500,0.2,20800.0,17030.56,3769.44,Rajasthan,Jodhpur,Cash on Delivery,Cancelled,Consumer
ORD100104,2025-06-01,CUST1012,Smartwatch,Electronics,5,5000,0.05,23750.0,20459.81,3290.19,West Bengal,Durgapur,Cash on Delivery,Delivered,Consumer
ORD100105,2025-06-30,CUST1113,Shoes,Fashion,3,3200,0.0,9600.0,7042.12,2557.88,Uttar Pradesh,Kanpur,Credit Card,Returned,Corporate
ORD100106,2025-06-08,CUST1226,T-Shirt,Fashion,1,900,0.2,720.0,667.98,52.02,Maharashtra,Nagpur,UPI,Returned,Corporate
ORD100107,2025-03-31,CUST1103,Jeans,Fashion,3,1800,0.05,5130.0,4128.01,1001.99,Maharashtra,Mumbai,Credit Card,Returned,Corporate
ORD100108,2025-09-04,CUST1152,Backpack,Bags,2,1800,0.05,3420.0,2883.93,536.07,Telangana,Warangal,Debit Card,Delivered,Corporate
ORD100109,2025-07-22,CUST1008,Smartphone,Electronics,4,25000,0.15,85000.0,68047.05,16952.95,Maharashtra,Mumbai,Debit Card,Returned,Consumer
ORD100110,2025-07-10,CUST1056,Desk,Furniture,5,6500,0.1,29250.0,25380.28,3869.72,Rajasthan,Jodhpur,Credit Card,Cancelled,Consumer
ORD100111,2025-11-22,CUST1238,Shoes,Fashion,5,3200,0.0,16000.0,11879.74,4120.26,Telangana,Warangal,Debit Card,Cancelled,Consumer
ORD100112,2025-05-01,CUST1276,Headphones,Electronics,3,2500,0.1,6750.0,4691.6,2058.4,Uttar Pradesh,Lucknow,Credit Card,Cancelled,Corporate
ORD100113,2025-08-01,CUST1051,Mouse,Accessories,5,900,0.2,3600.0,3419.33,180.67,Telangana,Warangal,Cash on Delivery,Returned,Corporate
ORD100114,2025-05-01,CUST1186,Keyboard,Accessories,2,1800,0.1,3240.0,2512.2,727.8,Uttar Pradesh,Varanasi,UPI,Delivered,Small Business
ORD100115,2025-03-04,CUST1233,Air Fryer,Home Appliances,4,6500,0.05,24700.0,16685.7,8014.3,Rajasthan,Jaipur,UPI,Delivered,Small Business
ORD100116,2025-03-06,CUST1290,T-Shirt,Fashion,1,900,0.05,855.0,588.23,266.77,Bihar,Patna,Credit Card,Delivered,Small Business
ORD100117,2025-11-02,CUST1002,Smartwatch,Electronics,2,5000,0.05,9500.0,7703.61,1796.39,Bihar,Patna,Debit Card,Delivered,Consumer
ORD100118,2025-03-09,CUST1008,Backpack,Bags,1,1800,0.2,1440.0,1423.11,16.89,Gujarat,Ahmedabad,Debit Card,Delivered,Small Business
ORD100119,2025-08-04,CUST1270,Mouse,Accessories,3,900,0.0,2700.0,1695.29,1004.71,Uttar Pradesh,Azamgarh,UPI,Delivered,Corporate
ORD100120,2025-11-11,CUST1023,Desk,Furniture,4,6500,0.15,22100.0,16867.26,5232.74,Rajasthan,Jaipur,Net Banking,Delivered,Corporate
ORD100121,2025-02-25,CUST1252,T-Shirt,Fashion,4,900,0.1,3240.0,2497.61,742.39,Uttar Pradesh,Lucknow,Cash on Delivery,Delivered,Consumer
ORD100122,2025-11-21,CUST1300,Mouse,Accessories,1,900,0.0,900.0,594.45,305.55,Bihar,Patna,Net Banking,Delivered,Corporate
ORD100123,2025-02-20,CUST1059,Shoes,Fashion,4,3200,0.15,10880.0,9384.88,1495.12,Telangana,Warangal,Net Banking,Delivered,Corporate
ORD100124,2025-02-18,CUST1161,Desk,Furniture,3,6500,0.1,17550.0,13410.55,4139.45,Karnataka,Mysuru,Cash on Delivery,Delivered,Small Business
ORD100125,2025-02-13,CUST1048,Keyboard,Accessories,4,1800,0.0,7200.0,4464.5,2735.5,Rajasthan,Jaipur,Cash on Delivery,Delivered,Small Business
ORD100126,2025-10-15,CUST1288,Jeans,Fashion,5,1800,0.0,9000.0,6561.2,2438.8,Rajasthan,Jaipur,Debit Card,Delivered,Corporate
ORD100127,2025-02-23,CUST1296,Mouse,Accessories,3,900,0.15,2295.0,1805.59,489.41,West Bengal,Kolkata,Net Banking,Delivered,Consumer
ORD100128,2025-07-08,CUST1059,T-Shirt,Fashion,1,900,0.05,855.0,707.38,147.62,Tamil Nadu,Chennai,Debit Card,Returned,Consumer
ORD100129,2025-05-17,CUST1015,Coffee Maker,Home Appliances,5,4500,0.2,18000.0,17605.83,394.17,West Bengal,Kolkata,Credit Card,Delivered,Small Business
ORD100130,2025-03-15,CUST1290,Coffee Maker,Home Appliances,3,4500,0.0,13500.0,8638.77,4861.23,Gujarat,Surat,Cash on Delivery,Delivered,Consumer
ORD100131,2025-08-21,CUST1175,Jeans,Fashion,5,1800,0.0,9000.0,6144.86,2855.14,Uttar Pradesh,Lucknow,Credit Card,Delivered,Corporate
ORD100132,2025-11-13,CUST1026,Jeans,Fashion,1,1800,0.0,1800.0,1142.33,657.67,Rajasthan,Jaipur,UPI,Delivered,Corporate
ORD100133,2025-04-21,CUST1263,T-Shirt,Fashion,5,900,0.1,4050.0,3110.04,939.96,West Bengal,Durgapur,UPI,Delivered,Corporate
ORD100134,2025-04-23,CUST1203,Smartphone,Electronics,5,25000,0.2,100000.0,83481.53,16518.47,Gujarat,Surat,Net Banking,Delivered,Consumer
ORD100135,2025-03-03,CUST1004,Smartwatch,Electronics,2,5000,0.05,9500.0,6636.78,2863.22,Gujarat,Ahmedabad,Cash on Delivery,Cancelled,Consumer
ORD100136,2025-07-01,CUST1037,Headphones,Electronics,5,2500,0.15,10625.0,9791.72,833.28,West Bengal,Kolkata,Cash on Delivery,Delivered,Corporate
ORD100137,2025-07-27,CUST1214,Laptop,Electronics,3,55000,0.15,140250.0,114583.02,25666.98,Tamil Nadu,Chennai,Debit Card,Delivered,Corporate
ORD100138,2025-07-05,CUST1046,Laptop,Electronics,5,55000,0.1,247500.0,215337.57,32162.43,Rajasthan,Jaipur,Cash on Delivery,Delivered,Consumer
ORD100139,2025-06-08,CUST1174,Office Chair,Furniture,5,8500,0.0,42500.0,29200.42,13299.58,Bihar,Gaya,Credit Card,Delivered,Consumer
ORD100140,2025-06-28,CUST1180,Smartphone,Electronics,5,25000,0.15,106250.0,80332.35,25917.65,Telangana,Hyderabad,Credit Card,Delivered,Consumer
ORD100141,2025-12-02,CUST1039,Headphones,Electronics,2,2500,0.15,4250.0,3168.16,1081.84,Gujarat,Ahmedabad,Credit Card,Cancelled,Corporate
ORD100142,2025-11-16,CUST1166,Coffee Maker,Home Appliances,5,4500,0.2,18000.0,16644.73,1355.27,Bihar,Gaya,Debit Card,Delivered,Corporate
ORD100143,2025-06-30,CUST1260,Smartphone,Electronics,3,25000,0.05,71250.0,54758.43,16491.57,Tamil Nadu,Coimbatore,UPI,Delivered,Corporate
ORD100144,2025-02-16,CUST1260,Desk,Furniture,3,6500,0.05,18525.0,12029.18,6495.82,Uttar Pradesh,Lucknow,Cash on Delivery,Cancelled,Small Business
ORD100145,2025-11-06,CUST1244,Backpack,Bags,5,1800,0.2,7200.0,5772.71,1427.29,Uttar Pradesh,Kanpur,Net Banking,Delivered,Consumer
ORD100146,2025-01-21,CUST1127,Desk,Furniture,1,6500,0.15,5525.0,4823.96,701.04,Delhi,Delhi,Cash on Delivery,Cancelled,Small Business
ORD100147,2025-07-18,CUST1210,Backpack,Bags,3,1800,0.05,5130.0,4330.51,799.49,Bihar,Patna,Debit Card,Returned,Consumer
ORD100148,2025-07-17,CUST1146,Coffee Maker,Home Appliances,3,4500,0.0,13500.0,9757.15,3742.85,Rajasthan,Jaipur,Debit Card,Returned,Consumer
ORD100149,2025-12-24,CUST1201,Mouse,Accessories,3,900,0.05,2565.0,2194.81,370.19,Delhi,New Delhi,Credit Card,Returned,Small Business
ORD100150,2025-12-17,CUST1270,Smartphone,Electronics,3,25000,0.0,75000.0,56056.92,18943.08,Gujarat,Surat,UPI,Cancelled,Small Business
ORD100151,2025-06-24,CUST1249,Mouse,Accessories,3,900,0.0,2700.0,2184.99,515.01,Uttar Pradesh,Varanasi,Credit Card,Delivered,Consumer
ORD100152,2025-09-27,CUST1020,Headphones,Electronics,1,2500,0.15,2125.0,1923.98,201.02,Delhi,Delhi,Debit Card,Returned,Consumer
ORD100153,2025-11-16,CUST1085,Shoes,Fashion,2,3200,0.0,6400.0,5010.53,1389.47,West Bengal,Kolkata,Cash on Delivery,Delivered,Corporate
ORD100154,2025-08-18,CUST1120,Mouse,Accessories,5,900,0.05,4275.0,3444.87,830.13,Karnataka,Mysuru,Net Banking,Delivered,Corporate
ORD100155,2025-08-14,CUST1237,Coffee Maker,Home Appliances,3,4500,0.2,10800.0,10912.98,-112.98,Tamil Nadu,Chennai,Debit Card,Cancelled,Small Business
ORD100156,2025-05-09,CUST1027,Backpack,Bags,2,1800,0.15,3060.0,2269.61,790.39,West Bengal,Kolkata,Cash on Delivery,Delivered,Small Business
ORD100157,2025-05-20,CUST1231,Air Fryer,Home Appliances,3,6500,0.0,19500.0,14973.77,4526.23,Delhi,New Delhi,Net Banking,Delivered,Corporate
ORD100158,2025-07-22,CUST1258,Smartphone,Electronics,3,25000,0.0,75000.0,51845.8,23154.2,Karnataka,Mysuru,Debit Card,Delivered,Corporate
ORD100159,2025-11-29,CUST1172,Smartphone,Electronics,1,25000,0.05,23750.0,20119.54,3630.46,Rajasthan,Jaipur,Credit Card,Delivered,Consumer
ORD100160,2025-02-10,CUST1010,Keyboard,Accessories,4,1800,0.1,6480.0,5294.71,1185.29,Tamil Nadu,Chennai,Debit Card,Delivered,Consumer
ORD100161,2025-03-04,CUST1025,Backpack,Bags,1,1800,0.05,1710.0,1174.11,535.89,Bihar,Gaya,Credit Card,Cancelled,Small Business
ORD100162,2025-09-13,CUST1275,Coffee Maker,Home Appliances,1,4500,0.0,4500.0,3528.32,971.68,Bihar,Gaya,UPI,Returned,Small Business
ORD100163,2025-05-04,CUST1293,Smartwatch,Electronics,4,5000,0.0,20000.0,14705.16,5294.84,Maharashtra,Pune,Cash on Delivery,Delivered,Small Business
ORD100164,2025-09-17,CUST1284,T-Shirt,Fashion,1,900,0.15,765.0,647.73,117.27,Delhi,Delhi,UPI,Cancelled,Corporate
ORD100165,2025-02-04,CUST1177,Laptop,Electronics,3,55000,0.2,132000.0,99589.59,32410.41,West Bengal,Durgapur,Credit Card,Delivered,Small Business
ORD100166,2025-11-26,CUST1090,Jeans,Fashion,1,1800,0.05,1710.0,1296.22,413.78,Rajasthan,Jaipur,Cash on Delivery,Cancelled,Small Business
ORD100167,2025-01-23,CUST1103,Headphones,Electronics,4,2500,0.0,10000.0,6645.57,3354.43,Maharashtra,Mumbai,UPI,Delivered,Corporate
